# Same two again without the results feedback
0.0; 5.0; 15.0; 20.0; 5.0; 1.0; 15.0; 2.0; 5.0; 15.0; 1.0; 0
0.0; 5.0; 15.0; 20.0; 5.0; 1.0; -15.0; 2.0; 5.0; 15.0; 1.0; 0
# Two trials with results feedback
0.0; 5.0; 15.0; -30.0; 5.0; 1.0; 15.0; 2.0; 5.0; 15.0; 1.0; 1
0.0; 5.0; 15.0; 10.0; 5.0; 1.0; -15.0; 2.0; 5.0; 15.0; 1.0; 1
# Same two again without the results feedback
0.0; 5.0; 15.0; 10.0; 5.0; 1.0; 15.0; 2.0; 5.0; 15.0; 1.0; 0
0.0; 5.0; 15.0; -10.0; 5.0; 1.0; -15.0; 2.0; 5.0; 15.0; 1.0; 0
# Two trials with results feedback
0.0; 5.0; 15.0; 20.0; 5.0; 1.0; 0.0; 2.0; 5.0; 15.0; 1.0; 1
0.0; 5.0; 15.0; -10.0; 5.0; 1.0; 0.0; 2.0; 5.0; 15.0; 1.0; 1
# Same two again without the results feedback
0.0; 5.0; 15.0; -30.0; 5.0; 1.0; 0.0; 2.0; 5.0; 15.0; 1.0; 0
0.0; 5.0; 15.0; 20.0; 5.0; 1.0; 0.0; 2.0; 5.0; 15.0; 1.0; 0
